participant_id,age,sex,trip_id,trip_mode,trip_duration
195354,49,male,1953541,pedestrian,5
165332,58,male,1653322,bus,40
105782,23,female,1057822,bus,39
P072201,37,female,P0722014,cycle,36
24842,47,female,248421,car,25
19341,45,male,193412,bus,60
166652,36,female,1666521,car,80
193421,34,male,1934212,bus,90
202514,16,female,2025142,pedestrian,45
136183,42,female,1361831,motorcycle,20
105702,58,female,1057021,car,91
52771,65,male,527711,car,120
37211,76,male,372112,bus,90
37221,46,female,372211,bus,70
24951,26,male,249511,motorcycle,50
200361,59,female,2003612,bus,60
24952,32,female,249521,bus,153
24962,49,male,249622,bus,90
24904,21,female,249042,bus,75
24912,67,female,249121,pedestrian,15
24901,50,male,249012,bus,70
24962,49,male,249621,bus,50
24904,21,female,249041,bus,60
24963,28,male,249633,bus,104
24901,50,male,249011,bus,60
115521,63,female,1155211,taxi,25
19573,18,male,195733,cycle,30
24831,58,female,248313,pedestrian,20
P016534,47,male,P0165341,bus,150
182922,53,female,1829223,bus,60
24891,46,male,248912,bus,80
P012783,19,female,P0127831,car,60
P070181,67,female,P0701812,pedestrian,60
11581,27,male,115814,taxi,60
106082,42,female,1060823,car,47
117061,47,female,1170611,taxi,120
328903,14,female,3289034,taxi,40
208031,45,male,2080311,car,75
19573,18,male,195731,motorcycle,60
35072,33,female,350722,pedestrian,15
24803,16,male,248033,bus,18
117841,66,female,1178412,taxi,45
65621,27,female,656211,motorcycle,35
195581,35,female,1955811,motorcycle,30
P054995,5,female,P0549951,pedestrian,15
20592,48,female,205924,bus,30
164123,22,female,1641231,taxi,540
316962,56,female,3169621,bus,105
312142,26,female,3121422,bus,75
88042,25,male,880421,bus,70
110694,22,female,1106942,bus,160
311722,57,male,3117221,pedestrian,20
154661,80,male,1546613,bus,30
P073894,26,male,P0738941,cycle,30
72602,49,female,726023,bus,30
70864,24,male,708642,bus,90
123391,56,male,1233912,pedestrian,5
95222,22,female,952221,car,60
98833,30,female,988333,bus,30
175934,27,male,1759341,bus,120
154661,80,male,1546612,bus,30
P072081,69,female,P0720812,pedestrian,10
22261,33,male,222616,pedestrian,5
72453,18,female,724531,bus,13
59241,27,male,592412,pedestrian,30
205361,33,male,2053612,car,210
28982,36,female,289822,bus,90
P027453,57,female,P0274536,pedestrian,35
P031813,7,female,P0318131,pedestrian,10
P016413,26,female,P0164131,bus,50
161321,47,male,1613211,bus,460
P027791,34,male,P0277913,car,45
29343,14,female,293434,taxi,45
12452,57,female,124524,pedestrian,10
P016132,27,male,P0161321,motorcycle,60
176412,50,male,1764121,bus,40
316362,41,female,3163623,bus,120
330925,12,female,3309251,pedestrian,10
197203,23,male,1972033,motorcycle,90
161301,61,male,1613012,bus,75
335704,18,male,3357041,bus,20
161221,35,male,1612211,car,60
P016302,20,female,P0163022,pedestrian,40
161211,41,male,1612113,motorcycle,45
145592,26,male,1455921,motorcycle,15
P016992,55,male,P0169922,bus,50
P016575,6,male,P0165751,pedestrian,30
P016132,27,male,P0161323,motorcycle,30
P016583,24,female,P0165832,bus,90
106633,10,female,1066331,pedestrian,45
198362,56,male,1983623,car,20
71693,18,male,716931,bus,65
P008151,52,male,P0081513,bus,30
73242,69,female,732421,pedestrian,15
161372,34,female,1613721,pedestrian,15
P019351,25,female,P0193513,pedestrian,20
16171,69,male,161713,pedestrian,60
24974,6,male,249742,pedestrian,35
15472,43,female,154721,bus,115
P001394,28,male,P0013946,cycle,5
193381,59,female,1933811,bus,30
105924,27,female,1059242,bus,150
105945,10,male,1059451,rail,200
10601,23,female,106011,pedestrian,5
25274,13,female,252742,pedestrian,90
25281,42,male,252811,pedestrian,7
25292,18,female,252923,pedestrian,15
25292,18,female,252924,pedestrian,20
25271,59,male,252711,pedestrian,15
25231,42,male,252312,bus,165
25292,18,female,252922,pedestrian,14
P033144,9,male,P0331442,pedestrian,10
P033182,45,female,P0331823,bus,45
P033101,21,female,P0331012,bus,105
P031311,24,female,P0313112,pedestrian,10
25231,42,male,252311,bus,110
196504,16,male,1965042,pedestrian,30
136542,38,female,1365423,pedestrian,20
