participant_id,age,sex,trip_id,trip_mode,trip_duration
1,58,Female,2,bus,90
1,76,Female,1,bus,90
1,76,Female,2,bus,60
1,65,Male,1,bus,90
1,61,Female,2,taxi,90
1,61,Female,1,bus,150
2,22,Female,1,car,10
2,22,Female,4,car,40
2,22,Female,5,bus,30
2,22,Female,2,pedestrian,40
2,22,Female,3,car,30
1,35,Female,2,motorcycle,30
1,35,Female,1,motorcycle,15
2,60,Female,1,bus,60
2,60,Female,2,bus,60
2,49,Female,NA,NA,NA
2,26,Male,NA,NA,NA
1,32,Male,1,car,180
4,31,Male,1,car,40
4,31,Male,2,car,60
2,30,Male,NA,NA,NA
2,64,Female,1,pedestrian,30
2,64,Female,2,pedestrian,40
2,52,Female,NA,NA,NA
1,53,Female,1,bus,190
1,53,Female,2,bus,140
2,25,Female,3,bus,120
2,25,Female,2,bus,64
2,25,Female,1,bus,95
2,71,Female,NA,NA,NA
2,7,Female,1,pedestrian,15
2,7,Female,2,pedestrian,30
2,32,Female,NA,NA,NA
3,19,Male,1,bus,242
3,19,Male,2,bus,45
3,19,Male,3,bus,30
1,62,Male,4,pedestrian,208
1,62,Male,3,pedestrian,60
1,62,Male,1,pedestrian,10
1,62,Male,2,pedestrian,2
1,52,Male,NA,NA,NA
3,21,Male,3,motorcycle,90
3,21,Male,1,motorcycle,62
3,21,Male,2,motorcycle,349
5,7,Female,2,pedestrian,40
5,7,Female,1,pedestrian,25
2,36,Female,1,taxi,15
2,36,Female,2,taxi,30
2,44,Female,2,bus,40
2,44,Female,1,bus,58
3,23,Female,2,bus,160
3,23,Female,1,bus,70
2,45,Female,2,car,39
2,45,Female,3,car,150
2,45,Female,1,car,20
3,26,Female,1,car,60
3,26,Female,2,bus,90
2,42,Female,4,motorcycle,30
2,42,Female,1,motorcycle,30
2,42,Female,2,taxi,50
2,42,Female,3,bus,75
1,66,Male,1,bus,90
2,38,Female,2,car,40
2,38,Female,1,car,20
4,5,Female,2,car,30
4,5,Female,1,car,10
2,18,Female,1,bus,30
2,18,Female,2,bus,60
1,44,Female,3,bus,60
1,44,Female,2,pedestrian,10
1,44,Female,4,bus,60
1,44,Female,1,pedestrian,20
2,44,Female,1,taxi,60
2,44,Female,5,car,30
2,44,Female,3,bus,40
2,44,Female,4,taxi,10
2,44,Female,2,taxi,35
2,44,Female,6,car,15
3,18,Male,2,bus,60
3,18,Male,1,bus,50
5,19,Male,1,bus,100
5,19,Male,2,bus,120
2,27,Female,2,bus,25
2,27,Female,1,bus,60
1,35,Female,1,bus,30
1,35,Female,2,bus,45
1,41,Female,2,bus,120
1,41,Female,1,car,50
2,48,Female,2,bus,150
2,48,Female,1,bus,180
1,54,Female,1,pedestrian,5
1,54,Female,2,pedestrian,5
2,53,Female,1,bus,90
2,53,Female,2,bus,100
2,62,Male,2,car,15
2,62,Male,1,car,15
1,33,Male,1,bus,105
1,33,Male,2,taxi,75
1,37,Male,3,bus,40
1,37,Male,2,pedestrian,15
1,37,Male,1,pedestrian,30
3,34,Female,NA,NA,NA
1,59,Male,2,bus,70
1,59,Male,1,bus,60
1,51,Female,2,bus,120
1,51,Female,1,bus,210
1,41,Female,1,pedestrian,5
1,41,Female,2,pedestrian,5
3,17,Female,4,pedestrian,20
3,17,Female,1,bus,80
3,17,Female,3,pedestrian,30
3,17,Female,2,bus,120
1,65,Female,NA,NA,NA
1,56,Male,2,car,105
1,56,Male,1,rail,120
2,36,Male,1,pedestrian,30
2,36,Male,2,rail,20
2,53,Female,NA,NA,NA
3,25,Female,2,bus,65
3,25,Female,1,bus,30
